Gene,T1,T2,T3,T4,T5
MLXIP,0.015832321,0.232999402,-0.350685556,-0.45842832,-0.533747205
MLXIPL,0,0,0,0,0
MLYCD,0.073259391,0,0.015992083,0.053617661,0.015974305
MMAA,-0.047663647,-0.047663647,-0.047663647,-0.020091009,-0.047663647
MMAB,0.220882093,-0.03003627,0.011311043,0.06209574,0.0163155
MMACHC,0,0,0,0,0.015974305
MMADHC,-0.074891998,-0.310610689,-0.344588582,-0.229613771,-0.588934209
MMD,-0.173991402,-0.164401512,0.11037333,0.207859368,-0.182212418
MME,0,0.692215371,0,0,0
MMEL1,0,0,0,0,0
MMGT1,0.105878244,-0.065583076,0.067385041,0.050108571,-0.088294923
MMP11,0.019736347,-0.046549344,-0.009453826,-0.046549344,-0.019433684
MMP14,0,0,0,0,0
MMP15,0,0,0,0,0
MMP17,0,0,0,0,0
MMP19,0,0,0,0.021083284,0
MMP2,-0.083857943,-0.220838567,-0.220838567,-0.220838567,-0.220838567
MMP23B,0,0,0,0,0.01486441
MMP24-AS1,0.138498296,-0.100727283,0.13270344,0.085663808,-0.084858629
MMP25,0,0,0,0,0
MMP25-AS1,0.101654565,0,0,0,0
MMP28,-0.136555773,-0.136555773,-0.136555773,-0.136555773,-0.136555773
MMP7,0.041686037,0,0,0,0
MMP9,0,0,0,0.009368718,0
MMRN1,-0.261805545,-0.302824025,-0.302824025,-0.302824025,-0.302824025
MMS19,0.06610404,0.112671885,0.027601665,0.086865619,0.024073546
MMS22L,-0.127281051,0.523747679,-0.150824478,-0.025397406,-0.091239629
MN1,0,0,0,0,0.014276932
MNAT1,-0.075666116,-0.226456385,-0.037603777,-0.124270359,-0.209148745
MND1,0.239669592,0.530773468,-0.033637051,-0.033637051,-0.033637051
MNDA,0.023543427,0,0.194807281,0.238547249,0.012440235
MNS1,-0.027065161,0.063087497,-0.125397635,-0.125397635,-0.061726012
MNT,-0.029378704,0.184889773,0.11032593,0.06163618,-0.018142862
MOAP1,0.073466314,0.165417743,0.04892502,0.154295887,-0.270090965
MOB1A,0.140726769,1.1142837,0.4569794,0.509611748,-0.32111209
MOB1B,0.153386327,0.188485132,0,0.041160939,0
MOB2,-0.082704256,0.017664459,0.050997998,0.024127176,-0.074998794
MOB3A,0.034599336,0.145652134,0.442142066,0.388276341,0.157952143
MOB3B,-0.078492967,-0.078492967,-0.042982614,-0.014609206,-0.053002317
MOB3C,0,0,0,0.021876936,0
MOB4,-0.285999302,-0.152057897,-0.114128756,-0.034573465,-0.392678601
MOCOS,0,0,0,0,0.025286422
MOCS1,0,0,0,0,0
MOCS2,0.012333995,0.147239638,0.182167953,0.069375602,-0.042615159
MOCS3,0,0,0.064439168,0.074425604,0
MOGS,-0.012477807,-0.085917094,0.048059805,0.004596439,-0.061114849
MOK,0.022120925,0.015085666,-0.042349931,-0.042349931,-0.010379951
MON1A,0.023543427,0.328004362,0,0.04235513,0
MON1B,0.004296655,0.023798546,0.032877885,0.008943149,0.072243365
MON2,0.164263736,0.03321152,0.245713499,0.212837474,0.155865939
MORC2,0,0,0.116524716,0.058315482,0.089263197
MORC2-AS1,0,0.066848572,0.035714749,0.057032904,0.047047669
MORC3,-0.126467689,-0.259322769,0.229413356,0.01033135,-0.16206924
MORC4,-0.042349931,-0.042349931,-0.021434576,0.015181296,-0.03425356
MORF4L1,-0.153512826,0.590008126,-0.088446465,0.123769186,-0.960450601
MORF4L2,-0.336946948,-1.045744714,-0.660847021,-0.840343119,-0.943699999
MORF4L2-AS1,0,0.162540462,0.015992083,0.020245842,0
MORN1,0.023543427,0,0.135135285,0,0.012440235
MORN2,0.11274471,-0.04938851,-0.04938851,0.038652861,-0.017407442
MORN3,0,0,0,0,0
MORN4,0,0,0,0.019564283,0.018610011
MOSPD1,-0.004391385,-0.034824338,-0.009184106,0.010133503,0.01523556
MOSPD2,0,0,0,0.090940941,0
MOSPD3,0.038624796,-0.221653201,-0.194612862,-0.103362591,-0.146556533
MOV10,0.038222412,0.179366583,-0.100530986,-0.061153097,-0.100530986
MOV10L1,0,0,0,0,0
MOXD1,0,0,0,0.008096462,0.050505921
MPC1,0.244715448,0.305898816,-0.016878643,-0.193669298,0.268635129
MPC2,0.357422108,1.025981575,-0.118354772,-0.463863539,-0.276280019
MPDU1,-0.025645994,-0.028666693,-0.052797815,-0.190576581,-0.135067461
MPDZ,-0.123497851,-0.123497851,-0.123497851,-0.123497851,-0.123497851
MPEG1,0.108654824,0,0.125275608,0.135993622,0.006124303
MPG,0.029949148,-0.338937179,-0.646956182,-0.431442533,-0.318595222
MPHOSPH10,0.170628237,0.022895728,0.202345975,0.15560572,-0.105015676
MPHOSPH6,0.241538983,0.066848572,0.136979468,0.09838575,0.012440235
MPHOSPH8,-0.184332781,-0.063880198,0.203561126,0.126479692,-0.246248788
MPHOSPH9,0.000865393,-0.171484322,-0.345136035,-0.271468623,-0.407513034
MPI,0.036332419,-0.10960326,-0.10960326,-0.094456526,-0.084829145
MPLKIP,-0.017050635,-0.245301307,-0.167322605,-0.25160749,-0.4690507
MPND,0.052082869,0.136128501,0,0,0.012801668
MPO,3.002088953,-0.099772046,-0.099772046,-0.04506993,-0.085069684
MPP1,0.021735709,0.382976681,-0.42700218,-0.42700218,-0.413189983
MPP2,0,0,0,0,0
MPP3,-0.09297067,-0.09297067,-0.09297067,-0.09297067,-0.09297067
MPP4,0,0,0,0,0
MPP5,-0.230995533,-0.27268157,-0.251334485,-0.225618813,-0.256260933
MPP6,0.0218767,-0.127820685,0.049730672,0.110349633,-0.077534925
MPP7,0.092842543,0,0.241800555,0.064850849,0
MPPE1,0.131193443,0.316456312,0.376245626,0.108493524,0.01342337
MPPED2,-0.086211844,-0.138294713,-0.138294713,-0.138294713,-0.138294713
MPRIP,0.145799225,0.180062068,0.040626568,0.071824886,-0.000804297
MPRIP-AS1,-0.109856915,0.035464093,-0.114919048,-0.108795269,-0.067438061
MPST,0.589613326,-0.053902244,-0.242530869,-0.242695582,-0.182143235
MPV17,0.120078413,-0.201188675,-0.201188675,-0.141579753,-0.193112337
MPV17L,0.041648473,-0.076572061,-0.076572061,-0.042875927,-0.009495317
MPV17L2,0.026891746,0,0,0.190044173,0.018512066
MPZ,0,0.136128501,0,0,0
MPZL1,0.126064484,0.284582459,-0.067166021,-0.050834889,-0.050354498
MPZL2,0,0,0,0,0
MPZL3,-0.107378023,-0.145311729,-0.04486746,-0.043829712,0.034673035
MR1,0.153609551,0.393663981,0.13268592,0.092274813,0.061282457
MRAS,0,0,0,0,0
MRC1,0,0,0,0,0
MRC2,0,0,0,0.013891409,0
MRE11A,0.052856612,-0.202876338,-0.018976946,-0.076448699,-0.043118885
MREG,0.013094503,-0.046070652,0.01144667,-0.021138051,-0.026372769
MRFAP1,0.270751959,0.225272702,0.109708851,-0.052627489,-0.637823026
MRFAP1L1,-0.055269727,0.066462659,0.094355705,0.155765802,0.011304939
MRGBP,0.063128026,-0.042349931,0.101816752,0.01086319,0.033026599
MRI1,-0.155922545,-0.193179491,-0.193179491,-0.173251566,-0.193179491
MRM1,0,0,0,0,0
MROH1,0.021004106,-0.090365406,-0.092449909,-0.09582732,-0.102763468
MROH6,0.044628145,0.136128501,0,0,0.095830353
MROH8,0,0,0,0,0.006415034
MRPL1,0.33664497,0.394206462,0.356765292,-0.014452615,-0.102490973
MRPL10,0.061117264,0.11454047,-0.234059851,-0.033349484,-0.24660819
MRPL11,0.430776325,0.51029069,-0.066473314,-0.004059854,-0.359393156
MRPL12,0.395782466,0.151527399,-0.089864277,-0.114980621,-0.059201488
MRPL13,0.049342012,0.37290958,0.091442875,0.001542257,-0.236987027
MRPL14,-0.046616219,-0.248510018,0.106406356,-0.014842178,-0.173439586
MRPL15,0.284723402,-0.024309526,-0.083786303,-0.073692122,-0.043562079
MRPL16,-0.039546721,0.461831307,-0.384149844,-0.334524831,-0.567625857
MRPL17,0.055989612,0.327033149,0.102427232,0.174019722,0.092184398
MRPL18,0.07635991,0.31449157,-0.202496078,-0.220230618,-0.151986638
MRPL19,0.120706226,0.35768072,0.16113313,0.170344255,-0.033249812
MRPL2,0.049768508,0.14964752,-0.096702724,-0.106672875,-0.131204513
MRPL20,0.434471334,0.381520013,0.148466739,0.138547253,0.128007816
MRPL21,0.099766386,0.142174265,-0.052003685,-0.100789039,-0.391263084
MRPL22,0.152568306,0.134761559,0.080835492,0.086698223,-0.150389097
MRPL23,0.446974751,0.215029592,-0.384004055,-0.426010662,-0.359812001
MRPL24,0.076829506,-0.135807574,-0.047742067,-0.142164199,-0.039948949
MRPL27,0.242077469,0.183715888,0.251690659,0.218753383,0.120468406
MRPL28,-0.056094624,0.211678563,-0.412445645,-0.227129249,-0.431880462
MRPL3,0.129200617,-0.188587213,-0.186340389,-0.240661096,-0.289300864
MRPL30,0.015089996,0.205148644,0.032301642,-0.049509521,-0.080805042
MRPL32,-0.154107886,0.488717211,-0.053815111,0.040136753,-0.300854918
MRPL33,0.853637683,0.295758155,0.470572287,0.722527563,0.244406426
MRPL34,0.450114509,0.34424991,0.069438341,0.229940803,0.143901364
MRPL35,0.059979166,0.019184924,0.035346714,0.032101412,-0.017578718
MRPL36,0.037558796,0.218880274,0.3090507,-0.042576461,-0.03439104
MRPL37,0.349508507,0.075878141,-0.383616594,-0.264520622,-0.328697214
MRPL38,0,0,0.071891999,0.041472614,0.045228522
MRPL39,0.006345439,0.280340715,0.115579276,0.006028248,-0.020816859
MRPL4,0.298732879,0.857487936,0.045078317,-0.073764717,-0.288771254
MRPL40,0.290951324,0.017095939,0.021678396,0.158470254,0.316680647
MRPL41,0.59137596,0.290036308,0.284525443,0.601054711,0.177548813
MRPL42,0.075480585,0.333246542,-0.258766529,-0.103783167,-0.363491974
MRPL43,0.078200493,-0.122975927,-0.269970134,-0.157940224,-0.173375616
MRPL44,-0.063454832,0.565750371,0.062589512,0.134426797,-0.355172778
MRPL45,0.018690596,-0.458156843,-0.484286308,-0.415355748,-0.509612532
MRPL46,0.093562683,0.535799242,0.075525509,0.095742191,0.05355635
MRPL47,0.374697356,0.723165262,0.496406017,0.136176117,-0.161493094
MRPL48,0.403139531,0.297524394,0.015413183,-0.131381167,-0.050061871
MRPL49,0.033873263,0.123077966,-0.011406646,0.043074323,-0.108793745
MRPL50,0.007576426,0.244129313,0.055053972,0.190134821,0.017437267
MRPL51,0.216868116,0.344499521,-0.100204889,-0.313767552,-0.03804994
MRPL52,0.138576077,0.387010258,-0.000480661,-0.103383852,0.019959699
MRPL53,0.131481733,-0.057699338,0.012568225,-0.025816094,0.087093885
MRPL54,0.392633002,0.184870955,0.430650003,0.516733324,0.008155298
MRPL55,0.460108702,0.268791883,0.429943119,0.246017976,0.145514016
MRPL57,-0.04055169,-1.058147097,-0.897378385,-1.097068185,-1.182583376
MRPL9,0.104810923,0.971127178,0.333351855,0.349923491,-0.07838785
MRPS10,0.045079558,-0.125498822,0.204325807,-0.060178245,-0.347645331
MRPS11,0.007272562,0.337458292,-0.130797038,-0.067496285,-0.068041877
MRPS12,0.12229101,-0.183505827,0.14760698,-0.058687665,-0.103177263
MRPS14,-0.104059583,-0.285680127,-0.24922394,-0.234017041,-0.189233958
MRPS15,0.347312361,-0.037183077,-0.178219377,0.062890584,-0.201074931
MRPS16,0.266219435,-0.303688668,-0.224553253,-0.079191472,-0.222180793
MRPS17,0.031101928,-0.033462281,0.041283583,0.037769563,-0.012202273
MRPS18A,-0.096435824,-0.051996761,0.042094936,0.097588479,0.004147632
MRPS18B,0.254808337,0.23320395,0.074157548,0.067774104,-0.065971431
MRPS18C,0.239952596,0.126703651,0.197100537,0.00840237,-0.206129147
MRPS2,-0.059501885,0.226599701,-0.363148486,-0.196466668,-0.233300971
MRPS21,0.328714842,-0.265184507,0.059384962,-0.323164901,-0.492541226
MRPS22,0.062101167,0.306571107,-0.049933441,-0.006538887,-0.219523773
MRPS23,0.215638049,-0.043631787,-0.027065072,0.106060926,-0.083935515
MRPS24,0,0,0.094737829,0.09942953,0.010962448
MRPS25,-0.018521955,-0.024580861,-0.119009437,-0.119621667,-0.162648392
MRPS26,0.456663818,0.636585571,0.025681161,0.173898944,0.11307608
MRPS27,0.038946027,0.109784681,-0.311298647,-0.345192184,-0.459326247
MRPS28,-0.048602277,-0.048602277,-0.048602277,-0.012064058,-0.025116277
MRPS30,0.023137535,-0.512627694,0.017096708,-0.048525882,-0.559834671
MRPS31,0.049510195,0.155884578,0.012339337,-0.005910745,0.253977986
MRPS33,-0.184090132,-0.628006572,-0.792479631,-0.633523886,-0.571138955
MRPS34,0.545231377,0.372897988,0.080120508,0.169918136,0.183348637
MRPS35,0.34116462,0.010313395,-0.338682224,-0.136243252,-0.530943395
MRPS36,-0.219663616,-0.103952996,-0.247678462,-0.166198294,-0.597941734
MRPS5,0.277804416,0.269860437,0.037042802,0.137937007,-0.08065764
MRPS6,0.039502675,-0.008523374,-0.146761641,-0.245568865,-0.251289262
MRPS7,-0.116032806,-0.31087338,0.206407697,0.100491538,-0.133682227
MRPS9,0.301088421,-0.014405389,-0.108203628,-0.010443902,-0.141302388
MRRF,-0.016189699,-0.052309665,0.032434511,0.015644936,-0.112683248
MRS2,-0.04938851,0.017460061,0.007546332,-0.010936425,0.067563531
MRTO4,0.000429258,-0.071220817,-0.001156223,0.081884812,-0.191375013
MRVI1,0,0,0,0,0
MRVI1-AS1,0,0,0.07449264,0.042610709,0
MS4A1,0.045413215,0.989519285,2.184272267,2.323759143,0.028278137
MS4A14,0,0,0,0,0
MS4A2,0,0,0,0,0
MS4A3,0.305510091,0,0,0,0
MS4A4A,0,0,0,0,0
MS4A4E,0,0,0,0,0
MS4A6A,-0.039493195,-0.039493195,-0.039493195,-0.029582467,-0.039493195
MS4A7,0.167660244,0.136128501,0,0.111105749,0.007387617
MSANTD1,0,0,0,0,0
MSANTD2,0,0,0.032853033,0,0.016542269
MSANTD3,0.000526728,-0.158211595,-0.158211595,-0.092924347,-0.134823512
MSANTD4,0.095319831,0,0.039740704,0.010208465,0
MSC,0,0,0,0,0.052649526
MSC-AS1,0,0,0,0,0
MSH2,0.272755919,0.375646381,-0.016318734,-0.031183774,-0.035345806
MSH3,-0.077838168,-0.098495952,-0.139207792,-0.025871939,-0.07914769
MSH5,-0.05541091,-0.05541091,-0.05541091,-0.05541091,-0.05541091
MSH6,-0.061588741,0.413510409,-0.251324364,-0.28044481,-0.401497945
MSI2,-0.675503144,-0.334571319,-1.517922364,-1.420296597,-1.326345091
MSL1,-0.050685419,-0.148015984,-0.107900329,-0.092260765,-0.005698018
MSL2,0.012502334,0.517163382,0.032399844,0.067854975,-0.264172601
MSL3,0.166924135,0.153987443,0.34158849,0.183712045,-0.024004589
MSLN,0,0,0,0,0
MSMO1,-0.135252657,-0.212779132,-0.203408725,-0.095850166,-0.210619592
MSMP,0,0.328004362,0.077296191,0.021588327,0
MSN,0.384981964,-0.007048766,-0.244361692,-0.207977686,-0.389809912
MSR1,0,0,0,0,0
MSRA,0.08053883,0.032002491,-0.526687856,-0.34042564,-0.290049032
MSRB1,-0.032174613,-0.05571804,-0.05571804,-0.05571804,-0.031219984
MSRB2,0.251314665,0.01492601,-0.168359485,-0.149794019,-0.07120029
MSRB3,-0.216142257,-0.495767102,-0.658307564,-0.658307564,-0.658307564
MSS51,0,0,0,0,0
MST1,0,0,0.092085538,0,0.012440235
MSTO1,-0.020607113,-0.04749886,0.015051905,0.000218066,-0.002560147
MSX1,0,0,0,0,0
MT-ATP6,2.95E-05,-0.197121339,0.522809736,0.368768492,-1.256909993
MT-ATP8,-0.076053609,-0.156184588,0.12531791,0.094625709,-0.119682865
MT-CO1,0.520869947,0.283228841,0.656198426,0.639288203,-1.558743935
MT-CO2,0.324870033,0.624897418,0.756914854,0.759880775,-0.784165504
MT-CO3,0.208549152,0.259854936,0.612723106,0.572367395,-1.150740932
MT-CYB,-0.420666639,-0.561410693,0.640635641,0.513235518,-0.950036498
MT-ND1,0.309157817,0.216071165,0.155311356,0.129298348,-0.807967059
MT-ND2,-0.173386095,-0.405163713,0.369449029,0.287208921,-0.563341908
MT-ND3,-0.353528787,-0.779127883,0.705817634,0.554214979,-0.634520676
MT-ND4,0.136178464,-0.186539431,0.320867821,0.264770858,-1.077999711
MT-ND4L,-0.098047093,0.264901725,0.509684713,0.322087575,-0.342393564
MT-ND5,0.060967356,-0.191952156,0.091911162,-0.1345067,-0.58672967
MT-ND6,-0.125942526,0.713466319,-0.031731209,0.080134284,0.035115425
MT1E,0,0,0,0.025723039,0.024498056
MT1F,-0.169145105,-0.169145105,-0.169145105,-0.169145105,0.055592211
MT1G,0,0,0,0.015701283,0
MT1M,0,0,0,0,0
MT1X,0.284710114,1.125122064,0.035714749,0.132799025,0.047681562
MT2A,0.413319011,-0.012397701,-0.214958905,0.167941005,-0.249354255
MT3,0,0,0,0,0
MTA1,0.16004902,0.157870533,-0.084850496,-0.04021508,-0.191483326
MTA2,0.060232219,0.084337292,-0.112745887,-0.048012284,-0.106330854
MTA3,-0.065298082,-0.092189829,-0.092189829,-0.06461918,-0.073560214
MTAP,0.017532449,0.066876066,-0.095664396,-0.075768351,-0.095664396
MTBP,0.052082869,0.121732386,0.042363612,0,0
MTCH1,-0.389642541,0.218241508,-0.224918579,-0.348879035,-0.441176086
MTCH2,0.452372298,0.277613249,-0.056158496,-0.130884284,-0.141002674
MTCL1,0,0,0,0,0
MTCP1,0,0,0.047149552,0,0
MTDH,0.40157507,0.839756774,-0.118865905,-0.236970523,-0.257635731
MTERF1,-0.111491434,0.142170989,-0.012142969,-0.076167035,-0.13838318
MTERF2,-0.108925066,-0.108925066,-0.108925066,-0.098233952,-0.108925066
MTERF3,0,0,0.242639396,0.132890659,0.051869083
MTERF4,0.240721148,0.271684297,0.246651387,0.042717961,0.256148308
MTF1,-0.096490669,-0.056533844,-0.080511441,0.095395285,-0.117258112
MTF2,0.088135205,0.132622631,-0.213513443,-0.079974536,-0.650634044
MTFMT,-0.077635672,0.092324915,-0.112478662,-0.102357363,-0.021688551
MTFP1,0.028913387,0,0,0.034430735,0.097210708
MTFR1,-0.005893505,-0.092886834,-0.051112677,-0.092886834,-0.086752438
MTFR1L,0.083605337,-0.041767738,-0.015141998,-0.050156522,-0.092438584
MTFR2,0.229385217,0.351286975,0,0,0.02587232
MTG1,-0.042349931,0.02449864,0.035095345,0.046095616,-0.026172206
MTG2,-0.101048433,0.087436699,-0.101048433,-0.039919476,-0.072545998
MTHFD1,0.40266126,0.618345302,-0.042749647,0.031857858,0.015379555
MTHFD1L,0.129609802,-0.180505092,-0.132290833,-0.069889811,-0.171462348
MTHFD2,0.443311312,0.037953976,-0.183665251,-0.043013278,0.082286825
MTHFD2L,-0.137152236,-0.492415907,-0.532898602,-0.386443694,-0.655462415
MTHFR,0.069326329,-0.042749647,-0.042749647,-0.017975881,-0.013446543
MTHFS,0.022713897,0.015833711,-0.041601886,0.014979489,-0.041601886
MTHFSD,0.060204905,0,0.134374036,0.020850003,0.032173585
MTIF2,0.034746556,-0.075641495,0.048312596,0.045854626,0.014254973
MTIF3,0.081042805,-0.067732618,0.095538468,-0.067798572,0.049265804
MTL5,0.1885378,-0.233540862,-0.233540862,-0.193368561,-0.216946838
MTM1,-0.114848912,-0.145706576,-0.029395647,-0.056881602,-0.130875743
MTMR1,-0.013436544,0.1461352,0.189405303,-0.004724396,-0.01307536
MTMR10,-0.040842084,0.057167478,-0.078961023,0.01989696,-0.078961023
MTMR11,0,0,0,0,0
MTMR12,0.079692482,-0.030726441,-0.007668671,0.103589225,-0.076521962
MTMR14,-0.085429975,-0.237566562,-0.024688095,0.073725608,-0.15128781
MTMR2,-0.073568689,0.159191202,-0.104426352,-0.082534012,-0.063387095
MTMR3,0.095033436,-0.04749886,0.056341488,0.019751106,0.004268143
MTMR4,-0.110070799,-0.192891059,-0.102018228,-0.061657091,-0.135439473
MTMR6,-0.017469173,0.123933486,0.126372848,0.246050263,-0.010851855
MTMR8,0,0.066848572,0,0,0
MTMR9,0.233691811,0,0.538775035,0.410522596,0.041001355
MTO1,-0.048823118,0.225172158,0.073647605,0.004434506,-0.094735833
MTOR,0,0,0,0.05274172,0.006806038
MTPAP,-0.003062115,0.204418047,0.047007378,0.114895338,-0.223664573
MTPN,-0.119178134,0.899523034,-0.127454616,-0.203810305,-0.924175676
MTR,0.032475961,-0.131247426,-0.008219652,0.027954474,-0.102728425
MTRF1,-0.145044316,0.044396828,-0.166893792,-0.230408994,-0.240364147
MTRF1L,-0.531448704,0.118765821,-0.39429797,-0.306489705,-0.586938054
MTRNR2L1,0,0,0,0,0
MTRNR2L12,-0.123816546,0.168722886,0.04637552,0.058981753,-0.105317746
MTRNR2L3,0,0,0,0,0
MTRNR2L4,0,0,0,0,0
MTRNR2L6,0,0,0,0,0
MTRNR2L8,0.011963495,-0.066336843,0.146218339,0.16700125,0.073575141
MTRR,0.11301122,0.027355377,0.043754757,0.079920285,0.066347434
MTSS1,0.018719181,-0.042349931,0.681581255,0.525287265,0.018406835
MTSS1L,0.139918966,0.057435597,0,0,0
MTURN,-0.056301914,-0.196390757,-0.096525746,-0.196390757,-0.172574056
MTUS1,0,0,0,0,0.111078668
MTX1,-0.026587002,-0.092374407,-0.169253817,-0.117159446,0.031159839
MTX2,-0.099514673,0.005479058,-0.187865875,-0.118855135,-0.090554255
MTX3,0.13151335,0.136128501,0.183600895,0.200618386,0.028513977
MUC1,0.023543427,0,0,0,0
MUC12,0,0,0,0.015610626,0.206480987
MUC20,0,0,0,0,0
MUL1,0.144045651,0.19440065,0.063386595,0.174842267,0.118001965
MUM1,-0.048577142,-0.225231282,-0.095251736,-0.188771824,-0.211887331
MURC,0,0,0,0,0.061282638
MUS81,-0.039987456,0.017448141,0.08258441,0.049183104,-0.033863153
MUT,-0.009344601,-0.101011317,-0.101011317,-0.091056164,-0.048413131
MUTYH,0.105352523,0.155062128,-0.121641485,-0.121495019,-0.164453298
MVB12A,0.32568955,-0.074662832,-0.164051859,-0.153286574,-0.189428932
MVB12B,0.019285828,-0.055269727,-0.015529023,-0.055269727,-0.042468058
MVD,0.114163224,0.480929974,0.067546051,0.1183106,0.113297272
MVK,0,0,0,0.042568023,0.124194935
MVP,0.030477848,0.396615053,-0.011012331,0.016681878,0.085501135
MX1,0.068845968,0.008833321,0.328958317,0.21394256,0.043773276
MX2,-0.042749647,-0.042749647,0.000279892,0.012809707,-0.042749647
MXD1,0.199990134,-0.131521497,-0.155564342,-0.215089691,-0.125963924
MXD3,0.108442189,0.351286975,0.061352661,0.027410969,0.017146592
MXD4,-0.339691905,-0.192824739,-0.382934055,-0.372822851,-0.403017714
MXI1,-0.111375254,-0.428994583,0.14133051,-0.152330011,-0.208476903
MXRA7,0,0,0,0.013383167,0
MXRA8,0,0,0,0,0
MYADM,-0.9210398,-1.05977416,-0.58671967,-1.0006688,-0.759464483
MYB,-0.074959076,-0.434980043,-0.597520504,-0.597520504,-0.583334031
MYBBP1A,0.058976179,0.038553488,-0.05452557,-0.040903289,-0.051984324
MYBL1,0,0,0,0.009955153,0
MYBL2,0.358445575,1.433608303,-0.001528539,0.101574978,0.011548365
MYBPC2,0,0,0,0.013891409,0
MYBPC3,0,0,0,0,0
MYBPH,0,0,0,0,0
MYC,0.922430229,0.323571726,0.586689936,0.87735106,0.252831001
MYCBP,0.151585975,0.013193743,-0.117542596,-0.087835623,0.003519358
MYCBP2,0.153044333,0.787563353,0.605701119,0.360729718,-0.084822802
MYCBPAP,0,0,0.049665675,0,0
MYCL,0,0,0,0,0
MYCN,0.028913387,0,0,0,0
MYCNOS,0,0,0,0,0
MYCT1,-0.458417925,-0.562777922,-0.562777922,-0.562777922,-0.562777922
MYD88,0.179550868,0.057435597,0.182048758,0.173149575,0.072005145
MYDGF,0.511808275,0.415189541,-0.049967472,-0.105124759,1.645696911
MYEF2,-0.232691168,-0.406356442,-0.248305468,-0.275304242,-0.271429476
MYEOV,0,0,0,0,0
MYEOV2,0.203967063,0.200620602,-0.216632965,-0.153366149,-0.080734603
MYH10,-0.164688385,-0.164688385,-0.02648405,-0.164688385,-0.137572724
MYH11,-0.030686678,-0.057578425,-0.021863676,-0.009837616,-0.057578425
MYH3,-0.046070652,0.02077792,0.004984553,-0.046070652,-0.046070652
MYH7B,0,0,0,0,0
MYH9,-0.006804148,0.203655018,-0.17637685,-0.090423316,-0.254052882
MYL12A,-0.00756336,0.100585008,-0.502287662,-0.220537112,-0.558805455
MYL12B,0.135006931,0.51965282,-0.480517736,-0.444666859,-1.227594992
MYL2,0,0,0,0.021104751,0.187192457
MYL4,0,0,0,0,0.018610011
MYL5,0.128083208,0.090725452,0.135002318,0.032976836,-0.007136116
MYL6,0.322846091,0.829016797,-0.29055231,-0.364011135,-0.356122502
MYL6B,-0.138680599,0.251264319,-1.00560844,-0.96338711,-0.739381093
MYL9,-0.030807591,-0.057699338,-0.057699338,-0.018608874,0.036099242
MYLIP,-0.06892629,0.540901482,0.726404646,0.542089012,-0.25966014
MYLK,0.064934905,0.02077792,-0.046070652,-0.046070652,-0.046070652
MYLK-AS1,-0.062816856,0.099723605,-0.062816856,-0.029505099,-0.030846876
MYLK3,0,0,0,0,0
MYLK4,0,0,0,0,0
MYLPF,0.00971344,-0.078662366,-0.078662366,-0.056449396,-0.070565995
MYNN,0.01506081,0.171748918,0.191175125,0.012024196,-0.079512197
MYO10,0,0.332075248,0,0,0.014702362
MYO15A,0,0,0.070781874,0.016200325,0
MYO15B,-0.032729428,-0.109973488,0.151864611,-0.065012101,-0.10316745
MYO16,0,0,0,0,0
MYO18A,0.051762171,0,0,0,0
MYO19,-0.00604872,-0.042797654,0.086781208,0.033901378,-0.067683646
MYO1B,0,0,0,0,0
MYO1C,0,0.83588703,0.286384098,0.154272135,0.042910323
MYO1D,0,0,0,0.036701655,0.076205904
MYO1E,0,0,0,0.034305525,0.009016062
MYO1F,-0.011175338,0.009137104,0.061860195,0.062632889,0.004045193
MYO1G,-0.00470035,-0.013424558,-0.086388694,0.161091146,-0.15919952
MYO3A,0,0,0,0,0
MYO3B,0,0,0.035321683,0,0
MYO5A,0,0.213964026,0.11097645,0.059510496,0.049529837
MYO5C,0.073367909,-0.142822453,-0.200258051,-0.200258051,-0.161479106
MYO6,0,0,0,0.014807694,0.149640102
MYO7A,0,0,0,0,0
MYO7B,0,0,0,0,0
MYO9A,-0.117269561,-0.196002687,-0.052486094,-0.162289521,-0.196002687
MYO9B,0.139744212,0.630020062,0.399982286,0.44574364,0.067556288
MYOC,0,0,0,0,0
MYOF,0,0,0,0,0
MYOM1,0,0,0,0,0
MYOM2,0.026891746,0.057435597,0,0,0.026462888
MYOZ3,-0.041601886,-0.041601886,-0.041601886,-0.041601886,-0.041601886
MYPOP,-0.051251783,-0.106892454,-0.106892454,-0.089036028,-0.045081563
MYRF,0,0,0,0,0
MYSM1,-0.020209451,-0.063378795,0.236285864,0.165497585,-0.128121537
MYT1,0,0,0,0,0
MYT1L,0,0,0,0.010260682,0
MYZAP,0.058609891,0,0.125092568,0,0
MZB1,0.10405051,0.351065586,-0.467750399,-0.406035156,4.069578779
MZF1,0.070271784,-0.129352027,-0.083970007,-0.078649729,-0.102236367
MZF1-AS1,-0.041601886,0.025246685,0.072728028,0.03446404,-0.011475618
MZT1,-0.164792853,0.397954122,-0.256347249,-0.218795716,-0.504663362
MZT2A,0.121685823,0.773900739,-0.545436283,-0.366922005,-0.783450652
MZT2B,0.155985532,0.899395612,-0.236015187,-0.105808435,-0.56382826
N4BP1,-0.106865986,-0.049430389,-0.031931337,-0.040818023,-0.02034867
N4BP2,0.140440159,0.552798282,-0.260037223,-0.210746361,-0.099084357
N4BP2L1,0.501750921,0.513125934,0.072085839,-0.025619808,-0.040755198
